name,nation,details,alias,def_country,activeplatforms
PARANÁ CLUBE,false,"{""teamAbbr""=>""PAR"", ""teamCity""=>""Paraná"", ""teamName""=>""Paraná Clube"", ""teamFounded""=>""1989"", ""teamStadium""=>""Durival de Britto"", ""teamCapacity""=>20083, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=301""}","PARANÁ CLUBE, PARANÁ",BRAZIL,true,"[""PES21""]"
SHIMIZU S-PULSE,false,"{""teamAbbr""=>""SHI"", ""teamCity""=>""Shizuoka"", ""teamName""=>""Shimizu S-Pulse"", ""teamFounded""=>""1998"", ""teamStadium""=>""IAI Stadium Nihondaira"", ""teamCapacity""=>20248, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=523""}",SHIMIZU S-PULSE,JAPAN,true,"[""PES21""]"
CF FUENLABRADA,false,"{""teamAbbr""=>""CFF"", ""teamCity""=>""Fuenlabrada"", ""teamName""=>""CF Fuenlabrada"", ""teamFounded""=>""1975"", ""teamStadium""=>""Estadio Fernando Torres"", ""teamCapacity""=>5400, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2149""}","FUENLABRADA A, CF FUENLABRADA",SPAIN,true,"[""PES21""]"
TOTTENHAM HOTSPUR,false,"{""teamAbbr""=>""TOT"", ""teamCity""=>""London"", ""teamName""=>""Tottenham Hotspur"", ""teamFounded""=>""1882"", ""teamStadium""=>""Tottenham Hotspur Stadium"", ""teamCapacity""=>62062, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=80""}","TOTTENHAM HOTSPUR, TOTTENHAM WB",ENGLAND,true,"[""PES21"",""FIFA23""]"
LEICESTER CITY,false,"{""teamAbbr""=>""LEI"", ""teamCity""=>""Leicester"", ""teamName""=>""Leicester City"", ""teamFounded""=>""1884"", ""teamStadium""=>""King Power Stadium"", ""teamCapacity""=>32262, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=41""}","LEICESTER CITY, LEICESTER B",ENGLAND,true,"[""PES21"",""FIFA23""]"
WOLVERHAMPTON WANDERERS,false,"{""teamAbbr""=>""WOL"", ""teamCity""=>""Wolverhampton"", ""teamName""=>""Wolverhampton Wanderers"", ""teamFounded""=>""1877"", ""teamStadium""=>""Molineux"", ""teamCapacity""=>31700, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=88""}","WOLVERHAMPTON WANDERERS, WOLVERHAMPTON YB",ENGLAND,true,"[""PES21"",""FIFA23""]"
SPORTING CP,false,"{""teamAbbr""=>""SCP"", ""teamCity""=>""Lisbon"", ""teamName""=>""Sporting CP"", ""teamFounded""=>""1906"", ""teamStadium""=>""Estádio José Alvalade"", ""teamCapacity""=>50095, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=246""}",SPORTING,PORTUGAL,true,"[""PES21"",""FIFA23""]"
RCD ESPANYOL,false,"{""teamAbbr""=>""ESP"", ""teamCity""=>""Barcelona"", ""teamName""=>""RCD Espanyol"", ""teamFounded""=>""1900"", ""teamStadium""=>""RCDE Stadium"", ""teamCapacity""=>40500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=148""}","RCD ESPANYOL, LLOBREGAT AB",SPAIN,true,"[""PES21"",""FIFA23""]"
EVERTON,false,"{""teamAbbr""=>""EVE"", ""teamCity""=>""Liverpool"", ""teamName""=>""Everton"", ""teamFounded""=>""1878"", ""teamStadium""=>""Goodison Park"", ""teamCapacity""=>40157, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=31""}","EVERTON, EVERTON B",ENGLAND,true,"[""PES21"",""FIFA23""]"
PSV,false,"{""teamAbbr""=>""PSV"", ""teamCity""=>""Eindhoven"", ""teamName""=>""PSV"", ""teamFounded""=>""1913"", ""teamStadium""=>""Philips Stadion"", ""teamCapacity""=>35119, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=201""}",PSV,NETHERLANDS,true,"[""PES21"",""FIFA23""]"
GIRONA FC,false,"{""teamAbbr""=>""GIR"", ""teamCity""=>""Girona"", ""teamName""=>""Girona FC"", ""teamFounded""=>""1930"", ""teamStadium""=>""Estadi Montilivi"", ""teamCapacity""=>13500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1313""}","GIRONA FC, GIRONA R",SPAIN,true,"[""PES21"",""FIFA23""]"
AZ ALKMAAR,false,"{""teamAbbr""=>""AZ"", ""teamCity""=>""Alkmaar"", ""teamName""=>""AZ Alkmaar"", ""teamFounded""=>""1967"", ""teamStadium""=>""AFAS Stadion"", ""teamCapacity""=>17023, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=179""}","AZ, AZ ALKMAAR",NETHERLANDS,true,"[""PES21"",""FIFA23""]"
UD ALMERÍA,false,"{""teamAbbr""=>""ALM"", ""teamCity""=>""Almería"", ""teamName""=>""UD Almería"", ""teamFounded""=>""1989"", ""teamStadium""=>""Estadio del Mediterráneo"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=137""}","UD ALMERÍA, ALMERÍA RB",SPAIN,true,"[""PES21"",""FIFA23""]"
BURNLEY,false,"{""teamAbbr""=>""BUR"", ""teamCity""=>""Burnley"", ""teamName""=>""Burnley"", ""teamFounded""=>""1882"", ""teamStadium""=>""Turf Moor"", ""teamCapacity""=>22546, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=15""}","BURNLEY, BURNLEY RB",ENGLAND,true,"[""PES21"",""FIFA23""]"
FC TWENTE,false,"{""teamAbbr""=>""TWE"", ""teamCity""=>""Enschede"", ""teamName""=>""FC Twente"", ""teamFounded""=>""1965"", ""teamStadium""=>""De Grolsch Veste"", ""teamCapacity""=>30205, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=188""}","FC TWENTE, TWENTE",NETHERLANDS,true,"[""PES21"",""FIFA23""]"
FIGUEIRENSE,false,"{""teamAbbr""=>""FIG"", ""teamCity""=>""Florianópolis"", ""teamName""=>""Figueirense"", ""teamFounded""=>""1921"", ""teamStadium""=>""Orlando Scarpelli"", ""teamCapacity""=>19908, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=293""}",FIGUEIRENSE,BRAZIL,true,"[""PES21""]"
SPORT BOYS,false,"{""teamAbbr""=>""SBA"", ""teamCity""=>""Callao"", ""teamName""=>""Sport Boys"", ""teamFounded""=>""1927"", ""teamStadium""=>""Miguel Grau"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=901""}",SPORT BOYS,PERU,true,"[""PES21""]"
PORDENONE CALCIO,false,"{""teamAbbr""=>""POR"", ""teamCity""=>""Pordenone"", ""teamName""=>""Pordenone Calcio"", ""teamFounded""=>""1920"", ""teamStadium""=>""Stadio Guido Teghil"", ""teamCapacity""=>5000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3354""}","PORDENONE CALCIO, PORDENONE",ITALY,true,"[""PES21""]"
FC PORTO,false,"{""teamAbbr""=>""FCP"", ""teamCity""=>""Porto"", ""teamName""=>""FC Porto"", ""teamFounded""=>""1893"", ""teamStadium""=>""Estádio do Dragão"", ""teamCapacity""=>50948, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=224""}","FC PORTO, PORTO",PORTUGAL,true,"[""PES21"",""FIFA23""]"
TORINO,false,"{""teamAbbr""=>""TOR"", ""teamCity""=>""Torino"", ""teamName""=>""Torino"", ""teamFounded""=>""1906"", ""teamStadium""=>""Stadio Olimpico di Torino"", ""teamCapacity""=>28140, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=128""}",TORINO,ITALY,true,"[""PES21"",""FIFA23""]"
US SALERNITANA,false,"{""teamAbbr""=>""SAL"", ""teamCity""=>""Salerno"", ""teamName""=>""US Salernitana"", ""teamFounded""=>""1919"", ""teamStadium""=>""Stadio Arechi"", ""teamCapacity""=>31300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=124""}","US SALERNITANA, SALERNITANA",ITALY,true,"[""PES21"",""FIFA23""]"
CELTIC,false,"{""teamAbbr""=>""CEL"", ""teamCity""=>""Glasgow"", ""teamName""=>""Celtic"", ""teamFounded""=>""1888"", ""teamStadium""=>""Celtic Park"", ""teamCapacity""=>60355, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=421""}",CELTIC,SCOTLAND,true,"[""PES21"",""FIFA23""]"
EMPOLI,false,"{""teamAbbr""=>""EMP"", ""teamCity""=>""Empoli"", ""teamName""=>""Empoli"", ""teamFounded""=>""1920"", ""teamStadium""=>""Carlo Castellani"", ""teamCapacity""=>19847, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=106""}",EMPOLI,ITALY,true,"[""PES21"",""FIFA23""]"
RANGERS,false,"{""teamAbbr""=>""RFC"", ""teamCity""=>""Glasgow"", ""teamName""=>""Rangers"", ""teamFounded""=>""1872"", ""teamStadium""=>""Ibrox"", ""teamCapacity""=>51082, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=429""}",RANGERS,SCOTLAND,true,"[""PES21"",""FIFA23""]"
VITÓRIA DE GUIMARÃES,false,"{""teamAbbr""=>""VIT"", ""teamCity""=>""Guimarães"", ""teamName""=>""Vitória de Guimarães"", ""teamFounded""=>""1922"", ""teamStadium""=>""D. Afonso Henriques"", ""teamCapacity""=>30165, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=250""}","VITÓRIA DE GUIMARÃES, VITÓRIA GUIMARÃES",PORTUGAL,true,"[""PES21"",""FIFA23""]"
REGGINA 1914,false,"{""teamAbbr""=>""REG"", ""teamCity""=>""Reggio Calabria"", ""teamName""=>""Reggina 1914"", ""teamFounded""=>""1914"", ""teamStadium""=>""Oreste Granillo"", ""teamCapacity""=>27543, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=122""}","REGGINA 1914, REGGINA",ITALY,true,"[""PES21"",""FIFA23""]"
SPORTING CRISTAL,false,"{""teamAbbr""=>""SPO"", ""teamCity""=>""Lima"", ""teamName""=>""Sporting Cristal"", ""teamFounded""=>""1955"", ""teamStadium""=>""Estadio Alberto Gallardo"", ""teamCapacity""=>11600, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=509""}",SPORTING CRISTAL,PERU,true,"[""PES21"",""FIFA23""]"
SPARTA ROTTERDAM,false,"{""teamAbbr""=>""SPA"", ""teamCity""=>""Rotterdam"", ""teamName""=>""Sparta Rotterdam"", ""teamFounded""=>""1888"", ""teamStadium""=>""Het Kasteel"", ""teamCapacity""=>11026, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=206""}",SPARTA ROTTERDAM,NETHERLANDS,true,"[""PES21"",""FIFA23""]"
RANDERS FC,false,"{""teamAbbr""=>""RAN"", ""teamCity""=>""Randers"", ""teamName""=>""Randers FC"", ""teamFounded""=>""2003"", ""teamStadium""=>""Essex Park"", ""teamCapacity""=>12000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=732""}","RANDERS FC, RANDERS",DENMARK,true,"[""PES21"",""FIFA23""]"
COSENZA CALCIO,false,"{""teamAbbr""=>""COS"", ""teamCity""=>""Cosenza"", ""teamName""=>""Cosenza Calcio"", ""teamFounded""=>""1914"", ""teamStadium""=>""San Vito"", ""teamCapacity""=>24000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1582""}","COSENZA CALCIO, COSENZA",ITALY,true,"[""PES21"",""FIFA23""]"
AS CITTADELLA,false,"{""teamAbbr""=>""CIT"", ""teamCity""=>""Cittadella"", ""teamName""=>""AS Cittadella"", ""teamFounded""=>""1973"", ""teamStadium""=>""Tombolato"", ""teamCapacity""=>7623, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=868""}",AS CITTADELLA,ITALY,true,"[""PES21"",""FIFA23""]"
ODENSE BK,false,"{""teamAbbr""=>""OB"", ""teamCity""=>""Odense"", ""teamName""=>""Odense BK"", ""teamFounded""=>""1887"", ""teamStadium""=>""Odense Stadion"", ""teamCapacity""=>15761, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=508""}","ODENSE BK, OB",DENMARK,true,"[""PES21"",""FIFA23""]"
LIVINGSTON,false,"{""teamAbbr""=>""LIV"", ""teamCity""=>""Livingston"", ""teamName""=>""Livingston"", ""teamFounded""=>""1995"", ""teamStadium""=>""Almondvale Stadium"", ""teamCapacity""=>10122, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=427""}",LIVINGSTON,SCOTLAND,true,"[""PES21"",""FIFA23""]"
MOTHERWELL,false,"{""teamAbbr""=>""MOT"", ""teamCity""=>""Motherwell"", ""teamName""=>""Motherwell"", ""teamFounded""=>""1886"", ""teamStadium""=>""Fir Park"", ""teamCapacity""=>13742, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=428""}",MOTHERWELL,SCOTLAND,true,"[""PES21"",""FIFA23""]"
ST PATRICK'S ATHLETIC FC,false,"{""teamAbbr""=>""PAT"", ""teamCity""=>""Dublin"", ""teamName""=>""St. Patrick's Athletic"", ""teamFounded""=>""1929"", ""teamStadium""=>""Richmond Park"", ""teamCapacity""=>5340, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=711""}",ST PATRICK'S ATHLETIC FC,IRELAND,true,"[""FIFA23""]"
SHELBORNE,false,"{""teamAbbr""=>""SHE"", ""teamCity""=>""Dublin"", ""teamName""=>""Shelbourne FC"", ""teamFounded""=>""1895"", ""teamStadium""=>""Tolka Park"", ""teamCapacity""=>10000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=706""}",SHELBORNE,IRELAND,true,"[""FIFA23""]"
AS ROMA,false,"{""teamAbbr""=>""INT"", ""teamCity""=>""Milano"", ""teamName""=>""Internazionale"", ""teamFounded""=>""1908"", ""teamStadium""=>""Giuseppe Meazza"", ""teamCapacity""=>80018, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=109""}","AS ROMA, ROMA, GENERIC CAPITALE",ITALY,true,"[""PES21"",""FIFA23""]"
ACF FIORENTINA,false,"{""teamAbbr""=>""FIO"", ""teamCity""=>""Firenze"", ""teamName""=>""ACF Fiorentina"", ""teamFounded""=>""1926"", ""teamStadium""=>""Artemio Franchi"", ""teamCapacity""=>47290, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=107""}","ACF FIORENTINA, FIORENTINA",ITALY,true,"[""PES21"",""FIFA23""]"
TRABZONSPOR,false,"{""teamAbbr""=>""TS"", ""teamCity""=>""Trabzon"", ""teamName""=>""Trabzonspor"", ""teamFounded""=>""1967"", ""teamStadium""=>""Medical Park Stadyumu"", ""teamCapacity""=>43223, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=352""}",TRABZONSPOR,TURKEY,true,"[""PES21"",""FIFA23""]"
BOLOGNA FC,false,"{""teamAbbr""=>""BFC"", ""teamCity""=>""Bologna"", ""teamName""=>""Bologna FC"", ""teamFounded""=>""1909"", ""teamStadium""=>""Renato Dall'Ara"", ""teamCapacity""=>39444, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=98""}","BOLOGNA FC, BOLOGNA",ITALY,true,"[""PES21"",""FIFA23""]"
SK SLAVIA PRAHA,false,"{""teamAbbr""=>""SLA"", ""teamCity""=>""Prague"", ""teamName""=>""SK Slavia Praha"", ""teamFounded""=>""1892"", ""teamStadium""=>""Sinobo Stadium"", ""teamCapacity""=>21000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=368""}","SLAVIA PRAHA, SK SLAVIA PRAHA",CZECH REPUBLIC,true,"[""PES21"",""FIFA23""]"
SPARTA PRAHA,false,"{""teamAbbr""=>""SPA"", ""teamCity""=>""Prague"", ""teamName""=>""Sparta Praha"", ""teamFounded""=>""1893"", ""teamStadium""=>""Generali Arena"", ""teamCapacity""=>20558, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=369""}",SPARTA PRAHA,CZECH REPUBLIC,true,"[""PES21"",""FIFA23""]"
DYNAMO KYIV,false,"{""teamAbbr""=>""DYN"", ""teamCity""=>""Kiev"", ""teamName""=>""Dynamo Kyiv"", ""teamFounded""=>""1927"", ""teamStadium""=>""Olimpiysky NSC"", ""teamCapacity""=>70050, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=347""}",DYNAMO KYIV,UKRAINE,true,"[""PES21"",""FIFA23""]"
ALANYASPOR,false,"{""teamAbbr""=>""ALA"", ""teamCity""=>""Antalya"", ""teamName""=>""Alanyaspor"", ""teamFounded""=>""1948"", ""teamStadium""=>""Bahçeşehir Okulları Stadium"", ""teamCapacity""=>10130, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2978""}",ALANYASPOR,TURKEY,true,"[""PES21"",""FIFA23""]"
PARMA CALCIO,false,"{""teamAbbr""=>""PAR"", ""teamCity""=>""Parma"", ""teamName""=>""Parma"", ""teamFounded""=>""1913"", ""teamStadium""=>""Ennio Tardini"", ""teamCapacity""=>27906, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=118""}","PARMA CALCIO 1913, PARMA",ITALY,true,"[""PES21"",""FIFA23""]"
HATAYSPOR,false,"{""teamAbbr""=>""HAT"", ""teamCity""=>""Hatay"", ""teamName""=>""Hatayspor"", ""teamFounded""=>""1967"", ""teamStadium""=>""Yeni Hatay Stadyumu"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2735""}",HATAYSPOR,TURKEY,true,"[""PES21"",""FIFA23""]"
SIVASSPOR,false,"{""teamAbbr""=>""SIV"", ""teamCity""=>""Sivas"", ""teamName""=>""Sivasspor"", ""teamFounded""=>""1967"", ""teamStadium""=>""Sivas Stadium"", ""teamCapacity""=>27532, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=803""}",SIVASSPOR,TURKEY,true,"[""PES21"",""FIFA23""]"
FSV ZWICKAU,false,"{""teamAbbr""=>""ZWI"", ""teamCity""=>""Zwickau"", ""teamName""=>""FSV Zwickau"", ""teamFounded""=>""1912"", ""teamStadium""=>""Sportforum Sojus 31"", ""teamCapacity""=>3615, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3984""}",FSV ZWICKAU,GERMANY,true,"[""FIFA23""]"
YENI MALATYASPOR,false,"{""teamAbbr""=>""MLT"", ""teamCity""=>""Malatya"", ""teamName""=>""Yeni Malatyaspor"", ""teamFounded""=>""1986"", ""teamStadium""=>""Malatya Arena"", ""teamCapacity""=>25574, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2529""}",YENI MALATYASPOR,TURKEY,true,"[""PES21""]"
DENIZLISPOR,false,"{""teamAbbr""=>""DEN"", ""teamCity""=>""Denizli"", ""teamName""=>""Denizlispor"", ""teamFounded""=>""1966"", ""teamStadium""=>""Denizli Ataturk"", ""teamCapacity""=>19500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=799""}",DENIZLISPOR,TURKEY,true,"[""PES21""]"
CAYKUR RIZESPOR,false,"{""teamAbbr""=>""RIZ"", ""teamCity""=>""Rize"", ""teamName""=>""Caykur Rizespor"", ""teamFounded""=>""1953"", ""teamStadium""=>""Yeni Rize Şehir Stadium"", ""teamCapacity""=>15558, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=798""}","CAYKUR RIZESPOR, RIZESPOR",TURKEY,true,"[""PES21""]"
GENCLERBIRLIGI,false,"{""teamAbbr""=>""GEN"", ""teamCity""=>""Ankara"", ""teamName""=>""Gençlerbirliği"", ""teamFounded""=>""1923"", ""teamStadium""=>""Eryaman Stadium"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=510""}",GENÇLERBIRLIĞI,TURKEY,true,"[""PES21""]"
GOZTEPE,false,"{""teamAbbr""=>""GÖZ"", ""teamCity""=>""Izmir"", ""teamName""=>""Göztepe SK"", ""teamFounded""=>""1925"", ""teamStadium""=>""Gürsel Aksel Stadium"", ""teamCapacity""=>19713, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1849""}",GÖZTEPE SK,TURKEY,true,"[""PES21""]"
US LIVORNO,false,"{""teamAbbr""=>""LIV"", ""teamCity""=>""Livorno"", ""teamName""=>""US Livorno"", ""teamFounded""=>""1915"", ""teamStadium""=>""Armando Picchi"", ""teamCapacity""=>19238, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=113""}","LIVORNO G, AS LIVORNO, LIVORNO",ITALY,true,"[""PES21""]"
SS JUVE STABIA,false,"{""teamAbbr""=>""STA"", ""teamCity""=>""Castellammare di Stabia"", ""teamName""=>""SS Juve Stabia"", ""teamFounded""=>""1907"", ""teamStadium""=>""Romeo Menti"", ""teamCapacity""=>12800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=859""}","JUVE STABIA, STABIA GB",ITALY,true,"[""PES21""]"
ESBJERG FB,false,"{""teamAbbr""=>""EfB"", ""teamCity""=>""Esbjerg"", ""teamName""=>""Esbjerg fB"", ""teamFounded""=>""1924"", ""teamStadium""=>""Blue Water Arena"", ""teamCapacity""=>18000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=529""}","ESBJERG BH, ESBJERG FB",DENMARK,true,"[""PES21""]"
CD NUMANCIA,false,"{""teamAbbr""=>""NUM"", ""teamCity""=>""Soria"", ""teamName""=>""CD Numancia"", ""teamFounded""=>""1945"", ""teamStadium""=>""Nuevo Los Pajaritos"", ""teamCapacity""=>10200, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=156""}","CD NUMANCIA, NUMANCIA R",SPAIN,true,"[""PES21""]"
VIKTORIA PLZEN,false,"{""teamAbbr""=>""VIK"", ""teamCity""=>""Plzeň"", ""teamName""=>""Viktoria Plzeň"", ""teamFounded""=>""1911"", ""teamStadium""=>""Doosan Aréna"", ""teamCapacity""=>11700, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=817""}",VIKTORIA PLZEN,CZECH REPUBLIC,true,"[""FIFA23""]"
AJ AUXERRE,false,"{""teamAbbr""=>""AJA"", ""teamCity""=>""Auxerre"", ""teamName""=>""AJ Auxerre"", ""teamFounded""=>""1905"", ""teamStadium""=>""Abbé-Deschamps"", ""teamCapacity""=>24493, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=311""}","AJ AUXERRE, AUXERRE",FRANCE,true,"[""PES21"",""FIFA23""]"
BSC YOUNG BOYS,false,"{""teamAbbr""=>""YB"", ""teamCity""=>""Berne"", ""teamName""=>""BSC Young Boys"", ""teamFounded""=>""1898"", ""teamStadium""=>""Stadion Wankdorf"", ""teamCapacity""=>31783, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=535""}","BSC YOUNG BOYS, YOUNG BOYS",SWITZERLAND,true,"[""PES21"",""FIFA23""]"
ORLANDO PIRATES,false,"{""teamAbbr""=>""ORL"", ""teamCity""=>""Johannesburg"", ""teamName""=>""Orlando Pirates"", ""teamFounded""=>""1937"", ""teamStadium""=>""Ellis Park"", ""teamCapacity""=>60000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=548""}",ORLANDO PIRATES,SOUTH AFRICA,true,"[""FIFA23""]"
SERVETTE FC,false,"{""teamAbbr""=>""SER"", ""teamCity""=>""Geneva"", ""teamName""=>""Servette FC"", ""teamFounded""=>""1890"", ""teamStadium""=>""Stade de Genève"", ""teamCapacity""=>30084, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=883""}","SERVETTE FC, SERVETTE",SWITZERLAND,true,"[""PES21"",""FIFA23""]"
KAIZER CHIEFS,false,"{""teamAbbr""=>""KAI"", ""teamCity""=>""Johannesburg"", ""teamName""=>""Kaizer Chiefs"", ""teamFounded""=>""1970"", ""teamStadium""=>""Soccer City Stadium"", ""teamCapacity""=>94700, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=547""}",KAIZER CHIEFS,SOUTH AFRICA,true,"[""FIFA23""]"
FCSB,false,"{""teamAbbr""=>""STE"", ""teamCity""=>""Bucharest"", ""teamName""=>""FCSB"", ""teamFounded""=>""1947"", ""teamStadium""=>""Arena Națională"", ""teamCapacity""=>55611, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=379""}",FCSB,ROMANIA,true,"[""FIFA23""]"
FC NORDSJÆLLAND,false,"{""teamAbbr""=>""FCN"", ""teamCity""=>""Farum"", ""teamName""=>""FC Nordsjaelland"", ""teamFounded""=>""1991"", ""teamStadium""=>""Farum Park"", ""teamCapacity""=>10000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=525""}",NORDSJÆLLAND,DENMARK,true,"[""PES21"",""FIFA23""]"
FC TAMBOV,false,"{""teamAbbr""=>""FCT"", ""teamCity""=>""Tambov"", ""teamName""=>""FC Tambov"", ""teamFounded""=>""1960"", ""teamStadium""=>""Mordovia Arena"", ""teamCapacity""=>45015, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3320""}","TAMBOV, FC TAMBOV",RUSSIA,true,"[""PES21""]"
FC KRASNODAR,false,"{""teamAbbr""=>""KRA"", ""teamCity""=>""Krasnodar"", ""teamName""=>""FC Krasnodar"", ""teamFounded""=>""2007"", ""teamStadium""=>""Krasnodar Stadium"", ""teamCapacity""=>34291, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1673""}","FC KRASNODAR, KRASNODAR",RUSSIA,true,"[""PES21""]"
CFR CLUJ,false,"{""teamAbbr""=>""CFR"", ""teamCity""=>""Cluj-Napoca"", ""teamName""=>""CFR Cluj"", ""teamFounded""=>""1907"", ""teamStadium""=>""Constantin Radulescu"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=730""}",CFR CLUJ,ROMANIA,true,"[""FIFA23""]"
LE HAVRE AC,false,"{""teamAbbr""=>""HAC"", ""teamCity""=>""Le Havre"", ""teamName""=>""Le Havre AC"", ""teamFounded""=>""1872"", ""teamStadium""=>""Stade Océane"", ""teamCapacity""=>25178, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=325""}","LE HAVRE AC, LE HAVRE",FRANCE,true,"[""PES21"",""FIFA23""]"
AMIENS SC,false,"{""teamAbbr""=>""AMI"", ""teamCity""=>""Amiens"", ""teamName""=>""Amiens SC"", ""teamFounded""=>""1901"", ""teamStadium""=>""Stade de la Licorne"", ""teamCapacity""=>12097, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=309""}","AMIENS SC, AMIENS",FRANCE,true,"[""PES21"",""FIFA23""]"
RODEZ AF,false,"{""teamAbbr""=>""RAF"", ""teamCity""=>""Rodez"", ""teamName""=>""Rodez AF"", ""teamFounded""=>""1929"", ""teamStadium""=>""Stade Paul Lignon"", ""teamCapacity""=>5955, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3905""}","RODEZ AF, RODEZ",FRANCE,true,"[""PES21"",""FIFA23""]"
CSKA MOSKVA,false,"{""teamAbbr""=>""CSK"", ""teamCity""=>""Moscow"", ""teamName""=>""CSKA Moskva"", ""teamFounded""=>""1911"", ""teamStadium""=>""Arena CSKA"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=254""}",CSKA MOSKVA,RUSSIA,true,"[""PES21""]"
